Organization Name,Organization Name URL,Growth Category,Postal Code,Full Description,Actively Hiring,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Investments,Founders,IPO Status,CB Rank (Organization),CB Rank (School),Last Funding Date,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Industry Groups,Investment Stage,Headquarters Regions,Website,LinkedIn,Contact Email,Number of Employees
General Index,https://www.crunchbase.com/organization/general-index,Growing,,"General Index is a commodity prices provider based on data, not journalism. Our daily energy prices are calculated algorithmically based on thousands of trades collated from 170+ data partners, using a consistent methodology and a compliant approach (aligned with IOSCO and FCA requirements).​ We produce over 3,000 daily prices in crude oil, refined products, biofuels, hydrogen and carbon markets, and pride ourselves on being the most customer-centric pricing provider in the industry – providing a more fair, competitive and efficient benchmarks industry.​ Market-leaders such as Shell, BP, ExxonMobil, TotalEnergies, Oxy, BASF, Rio Tinto, Wood Mackenzie, Man Group and Saudi Aramco use our benchmarks for analysis and trading.",,"Energy, Information Services, Oil and Gas","London, England, United Kingdom","The commodity pricing provider based on data, not journalism.","17,962",2020-01-01,year,,Neil Bradford,Private,"18,396",,2024-02-01,2,Early Stage Venture,9480000,GBP,12083468,Series A,21083468,USD,21083468,9480000,GBP,12083468,Series A,21083468,USD,21083468,"The Twenty Minute VC, Chalfen Ventures",2,"Energy, Information Technology, Natural Resources",,"Europe, Middle East, and Africa (EMEA)",http://www.general-index.com,https://www.linkedin.com/company/generalindex/,info@general-index.com,11-50
MiAlgae,https://www.crunchbase.com/organization/mialgae,Growing,EH1 1LZ,"MiAlgae is a new-age microalgal production company that aims to revolutionize the £340 billion global livestock feed industry by producing microalgal products – through the remediation of wastewater – as nutrient supplements for fishmeal in livestock feeds. Their microalgal products are high in omegas and proteins, both of which are required for the production of many livestock feeds, especially in the aquaculture sector.Their production methodology uses circular economy to reduce the operating costs involved in the production of microalgae and as such allows them to compete with other supplements currently on the market. ",,"Agriculture, Biotechnology, Enterprise, Manufacturing, Prediction Markets, Product Research","Edinburgh, Edinburgh, City of, United Kingdom",MiAlgae is a new-age microalgal production company  .,"18,079",2016-01-01,year,,Douglas Martin,Private,"18,516",,2024-09-18,5,Early Stage Venture,14000000,GBP,18424980,Series A,17870000,GBP,23267439,14000000,GBP,18424980,Series A,17800000,GBP,23168858,"Scottish Enterprise, Ascension, Hillhouse Investment, Clay Capital, SIS Ventures",12,"Agriculture and Farming, Biotechnology, Data and Analytics, Design, Financial Services, Manufacturing, Other, Science and Engineering",,"Europe, Middle East, and Africa (EMEA)",http://www.mialgae.com/,https://www.linkedin.com/company/mialgae/,Info@mialgae.com,11-50
TEEPTRAK,https://www.crunchbase.com/organization/teeptrak,,75011,Teeptrak solutions are the results of several years of consulting in operations and strategy. One major learning is that there is a real need of simple tools to better understand industrial performance in order to improve it. They believe the IoT technologies combined with the good old Lean philosophy are the key to success.,,Software,"Paris, Ile-de-France, France",Connected solutions to monitor industrial performance,"18,190",2014-09-11,day,,Francois Coulloudon,Private,"18,662",,2024-11-12,3,Early Stage Venture,5000000,EUR,5308318,Series A,9000000,EUR,9790097,5000000,EUR,5308318,Series A,9000000,EUR,9790097,"EDF, Électricité de France, XAnge, SHIFT Invest, Sia Partners",5,Software,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",http://www.teeptrak.com/en/,https://www.linkedin.com/company/teeptrak,info@teeptrak.com,11-50
Go Autonomous,https://www.crunchbase.com/organization/go-autonomous,Growing,1613,"B2B commerce, simplified. The fastest way for companies to digitize manual quotes and orders.  Essentially, we are making it easier for companies to communicate with each other in real-time, whether in the form of an email, PDFs, images, or other sources. Our vision and NLP model Saga extract the requested services or products, inject them directly into the company ERP, thereby removing the need for CSRs and salespeople to manually handle vast amounts of, e.g., quotes and orders.  - From an average of 48 hours handling time down to seconds  - Up to 30% capacity released in the CSR teams - 100% digital commerce in a previous completely offline channel At Go Autonomous™, our purpose is to empower people and enterprises to sustainably run and grow their business in a more autonomous future.  We are on a mission to accelerate companies' transition to autonomous commerce by making it possible to digitize and automate core sales processes, enabling operations-as-a-service and creating a platform for new ways of doing business.  By this, the enterprise can deliver superior customer experiences and advance its digital journey with artificial intelligence, autonomy, and experience design as a driving force. Let's make tomorrow, today! #autonomousenterprise #amplifyhumancapabilities #tomorrowtoday",,"B2B, E-Commerce Platforms, SaaS, Software","Copenhagen, Hovedstaden, Denmark","SaaS, B2B, Autonomous Commerce, commerce, order-to-cash,","18,211",2020-10-07,day,,Bjarke Ruse Sejersen,Private,"18,684",,2024-02-14,2,Early Stage Venture,10300000,USD,10300000,Series A,13310551,USD,13310551,10300000,USD,10300000,Series A,13310551,USD,13310551,"Octopus Ventures, Export and Investment Fund, Ridge Ventures, 42CAP, Vaekstfonden",5,"Commerce and Shopping, Internet Services, Other, Software",,"European Union (EU), Nordic Countries, Scandinavia",https://goautonomous.io,https://www.linkedin.com/company/go-autonomous,contact@goautonomous.io,11-50
MYNE Homes,https://www.crunchbase.com/organization/myne-homes,Growing,,"MYNE Homes provides a managed co-ownership model that allows multiple owners to share vacation properties, reducing individual costs and responsibilities. The company ensures properties are professionally designed and managed, offering concierge services for a seamless experience. This innovative approach makes holiday home ownership accessible and enjoyable for more people.",,"Real Estate, Real Estate Investment, Rental Property","Berlin, Berlin, Germany",MYNE Homes is a digital co-ownership platform for vacation properties.,"18,379",2021-01-01,year,,"Fabian Lohmer, Moritz Vossenberg, Nikolai Jager, Nikolaus Thomale, Philipp Wagmann",Private,"18,827",,2024-08-01,4,Early Stage Venture,40000000,EUR,43329997,Series A,63500000,EUR,67268844,40000000,EUR,43329997,Series A,63500000,EUR,67268844,"blueworld.group, Motive Ventures, The Fintech Fund, Limestone Capital AG, Scope Hanson",18,"Financial Services, Real Estate",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.myne-homes.de,https://www.linkedin.com/company/mynehomes,hello@myne-homes.de,11-50
Thryve,https://www.crunchbase.com/organization/thryve-3373,,10967,"Thryve’s SDK brings everything you need to access fragmented wearable, medical devices, and health data silos with a single integration. We unify your users’ data from smartwatches, blood glucose meters, and many other sources that unlock a continuous stream of harmonized health information for your care. We support popular data sources like Apple Health, Google Fit, Huawei Health, Samsung Health, and many more.",,"Developer APIs, Fitness, Health Care, Health Diagnostics, Software, Wearables","Berlin, Berlin, Germany","Health services, insurers, and researchers use Thryve's wearable API to access data from 300+ wearables, medical devices, and other sources.","18,539",2017-01-01,year,,"Lämmel Friedrich, Paul Burggraf",Private,"18,991",,2024-08-30,3,Early Stage Venture,4000000,EUR,4423942,Series A,4000000,EUR,4423942,4000000,EUR,4423942,Series A,4000000,EUR,4423942,"seed + speed Ventures, IBB Ventures, Carma Fund, CRB Health Tech, Capricorn Partners",8,"Consumer Electronics, Hardware, Health Care, Software, Sports",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",http://thryve.health/,https://www.linkedin.com/company/thryvehealth,info@thryve.de,11-50
Crossover Markets Group,https://www.crunchbase.com/organization/crossover-markets-group,Growing,,Crossover Markets Group is a digital asset exchange designed to meet the liquidity needs of institutional clients.,,Financial Services,"London, England, United Kingdom",Crossover Markets Group is a digital asset exchange designed to meet the liquidity needs of institutional clients.,"18,548",2022-01-01,year,,"Anthony Mazzarese, Brandon Mulvihill, Vladislav Rysin",Private,"19,000",,2024-06-26,3,Early Stage Venture,12000000,USD,12000000,Series A,25850000,USD,25850000,12000000,USD,12000000,Series A,25850000,USD,25850000,"Gate.io, Illuminate Financial, ThinkMarkets, Two Sigma Ventures, Wintermute Ventures",14,Financial Services,,"Europe, Middle East, and Africa (EMEA)",https://www.crossovermarkets.com/,https://www.linkedin.com/company/crossover-markets/,,1-10
Backed Finance,https://www.crunchbase.com/organization/backed-finance,Growing,,"Backed Finance creates tokenized stocks on Ethereum with the goal of democratizing access to and fairness within the capital markets. The company's platform enables users to access tokenized stocks without compromising on compliance and functionality while bridging the gap between traditional and new and open financial systems by providing infrastructure for capital markets on-chain through fully backed, tokenized stocks on Ethereum.",,"Blockchain, Cryptocurrency, Finance, FinTech","Zürich, Zurich, Switzerland",Backed finance is a developer of tokenized stocks on Ethereum designed to make capital markets.,"18,560",2021-01-01,year,,"Adam Levi, Roberto Klein, Yehonatan Goldman",Private,"19,037",,2024-04-30,3,Early Stage Venture,9500000,USD,9500000,Series A,16420000,USD,16420000,9500000,USD,9500000,Series A,16420000,USD,16420000,"Gnosis, nonce Classic, Blockchain Founders Fund, cyber•Fund, Stake Capital Group",8,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,"Europe, Middle East, and Africa (EMEA)",https://backed.fi,https://www.linkedin.com/company/backed-finance,contact@backed.fi,11-50
Gaussion,https://www.crunchbase.com/organization/gaussion,,,"Gaussion develops a novel solution that utilizes magneto-electrochemistry to enable rapid charging by steering ions within existing battery cells. The magnetic field also lowers cell degradation, extending battery life.",,"Battery, Renewable Energy, Semiconductor","London, England, United Kingdom",Gaussion develops a novel solution using an external magnetic field to enhance battery performance.,"18,573",2017-01-01,year,,"Chun Tan, Thomas Heenan",Private,"19,025",,2024-08-12,2,Early Stage Venture,10900000,EUR,11907974,Series A,15453614,USD,15453614,10900000,EUR,11907974,Series A,15453614,USD,15453614,"Autotech Ventures, BGF Ventures, UCL Technology Fund",3,"Energy, Hardware, Science and Engineering, Sustainability",,"Europe, Middle East, and Africa (EMEA)",https://gaussion.com/,https://www.linkedin.com/company/gaussion/,,1-10
Global Screening Services,https://www.crunchbase.com/organization/gss-ed64,,EC4A 3BF,Global Screening Services is a transaction screening platform that brings global financial institutions together to provide a trusted platform to enhance and exchange information. They changed the way financial crime is managed by partnering with financial institutions and trusted industry partners to deliver effective and efficient watchlist screening.,,"Compliance, FinTech, Security","London, England, United Kingdom",Global Screening Services is a financial platform that enhances and exchanges information & offers sanctions transaction screening services.,"18,690",2021-01-01,year,,Tom Scampion,Private,"19,149",,2024-03-26,2,Early Stage Venture,37000000,GBP,46723484,Series A,74000000,GBP,92626628,37000000,GBP,46723484,Series A,74000000,GBP,92626628,"Commonwealth Bank of Australia, MUFG Bank, Alix Partners, Mitsubishi UFJ Financial Group, The Cynosure Group",5,"Financial Services, Privacy and Security, Professional Services",,"Europe, Middle East, and Africa (EMEA)",https://www.gss-rose.com/,https://www.linkedin.com/company/global-screening-services/,,101-250
JENTIS,https://www.crunchbase.com/organization/jentis,Growing,,JENTIS is the European tech pioneer in server-side tracking. The Austrian scale-up has developed innovative technology that ensures better data quality and data sovereignty with full compliance. The solution delivers up to 50% more data to web analytics tools and advertising systems and ensures website operators full sovereignty over their raw data for advanced analytics and Al applications.,,"Analytics, Big Data, Business Intelligence, Cloud Data Services, Digital Marketing, Information Technology, Legal Tech, SaaS","Vienna, Wien, Austria",Data Capture Platform that enables businesses to generate better web data while achieving privacy compliance with server-side tracking.,"18,890",2020-03-04,day,,"Christian Kletzander, Juergen Weichert, Klaus Müller, Robert Nachbargauer, Thomas Tauchner, Walter Parigger",Private,"19,373",,2023-11-27,3,Early Stage Venture,11000000,EUR,12056076,Series A,14700000,EUR,16043471,11000000,EUR,12056076,Series A,14700000,EUR,16043471,"Bright Pixel (formerly Sonae IM), 3TS Capital Partners, Pragmatech Ventures",3,"Data and Analytics, Information Technology, Internet Services, Professional Services, Sales and Marketing, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.jentis.com/,https://www.linkedin.com/company/jentis/about/,office@jentis.com,11-50
